2000 Census Block,2000 Census Tract,Civil Court District,Congressional District,Fire Battalion,Fire Company Number,Fire Division,Health Area,Health Center District,Instructional Region,Sanitation Collection Scheduling Section and Subsection,State Senatorial District,Vacant Lot Flag,Assembly District,Election District,X Coordinate,Y Coordinate,Pseudo Address Flag,BBL,City Council District,School District (Confirmed),Building Classification Code,Complaint Type,Descriptor 1,Incident Address,Incident City,Borough,Incident Zip Code,Created Date,Police Precinct,Borough Command
1002,59.01,2,16,17,68,6,3800,23,,1A,28,N,84,14,1004899,240499,N,2024830053,17,BRONX District 7,D1,Noise - Vehicle,Car/Truck Music,845 GERARD AVENUE,BRONX,BRONX,10451,10/1/10 0:00,Precinct 44,Bronx
1002,75,1,11,32,279,11,2500,38,,2D,25,N,52,75,986264,188242,N,3004150009,33,BROOKLYN District 15,S2,Noise - Commercial,Loud Music/Party,247 SMITH STREET,BROOKLYN,BROOKLYN,11231,10/1/10 0:00,Precinct 76,Brooklyn South
1002,826,6,11,41,248,15,5520,35,,4B,21,N,42,61,998377,174795,N,3049150061,40,BROOKLYN District 17,S2,Noise - Residential,Loud Music/Party,1619 NOSTRAND AVENUE,BROOKLYN,BROOKLYN,11226,10/1/10 0:00,Precinct 67,Brooklyn South
1002,95,9,8,7,1,1,5200,15,,1H,29,N,75,37,986063,211460,N,1008037501,3,MANHATTAN District 2,R0,Noise - Residential,Banging/Pounding,315 7 AVENUE,NEW YORK,MANHATTAN,10001,10/1/10 0:00,Precinct 13,Manhattan South
1002,98,4,14,8,8,3,5000,13,,3A,26,N,73,15,993188,214686,N,1013440051,5,MANHATTAN District 2,C4,Noise - Commercial,Loud Music/Party,978 2 AVENUE,NEW YORK,MANHATTAN,10022,10/1/10 0:00,Precinct 17,Manhattan South
1002,98,4,14,8,8,3,5000,13,,3A,26,N,73,15,993188,214686,N,1013440051,5,MANHATTAN District 2,C4,Noise - Commercial,Loud Music/Party,978 SECOND AVENUE,NEW YORK,MANHATTAN,10022,10/1/10 0:00,Precinct 17,Manhattan South
1003,106.01,4,14,8,8,3,4900,13,,,26,,73,30,994657,215796,,,5,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Horn,,NEW YORK,MANHATTAN,10022,10/1/10 0:00,Precinct 17,Manhattan South
1003,118,6,14,10,16,3,4400,13,,,26,,73,45,994388,218321,,,4,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Horn,,NEW YORK,MANHATTAN,10065,10/1/10 0:00,Precinct 19,Manhattan North
1003,1275,4,5,54,301,13,2130,43,,1C,11,N,24,85,1044993,204779,N,4072660050,23,QUEENS District 26,A1,Noise - Residential,Loud Talking,80-27 188 STREET,HOLLIS,QUEENS,11423,10/1/10 0:00,Precinct 107,Queens South
1003,197.02,7,15,11,47,3,8520,11,,1A,30,N,69,72,995897,231229,N,1018460041,9,MANHATTAN District 3,C4,Noise - Residential,Banging/Pounding,303 WEST 111 STREET,NEW YORK,MANHATTAN,10026,10/1/10 0:00,Precinct 28,Manhattan North
1003,217,6,11,38,280,15,2720,36,,1A,20,,57,25,996115,184381,,,35,BROOKLYN District 17,Un,Noise - Residential,Loud Music/Party,754 FRANKLIN AVENUE,BROOKLYN,BROOKLYN,11238,10/1/10 0:00,Precinct 77,Brooklyn North
1003,223.01,7,15,16,80,6,900,17,,2B,31,N,70,81,997192,237469,N,1019880025,7,MANHATTAN District 5,C1,Noise - Street/Sidewalk,Loud Talking,507 WEST 134 STREET,NEW YORK,MANHATTAN,10031,10/1/10 0:00,Precinct 30,Manhattan North
1003,25,1,14,45,258,14,720,41,,6C,12,N,37,15,998784,214775,N,4004650001,26,QUEENS District 30,D1,Noise - Residential,Loud Music/Party,41-03 VERNON BOULEVARD,LONG ISLAND CITY,QUEENS,11101,10/1/10 0:00,Precinct 114,Queens North
1003,263,2,7,46,292,14,1021,42,,1D,13,N,34,35,1012486,211836,N,4012200011,26,QUEENS District 30,C0,Noise - Street/Sidewalk,Loud Talking,37-13 65 STREET,WOODSIDE,QUEENS,11377,10/1/10 0:00,Precinct 108,Queens North
1003,263,2,7,46,292,14,1021,42,,1D,13,,34,35,1012477,211819,,,26,QUEENS District 30,Un,Noise - Street/Sidewalk,Loud Talking, 65 STREET,WOODSIDE,QUEENS,11377,10/1/10 0:00,Precinct 108,Queens North
1003,35,2,16,14,83,6,4100,23,,2B,32,N,84,64,1009105,235656,N,2025570083,17,BRONX District 7,D3,Noise - Residential,Loud Talking,674 EAST 149 STREET,BRONX,BRONX,10455,10/1/10 0:00,Precinct 40,Bronx
1003,387,2,16,18,88,7,1000,21,,1B,34,N,78,10,1015438,251671,N,2030580093,15,BRONX District 10,A5,Noise - Residential,Loud Music/Party,2459 HOFFMAN STREET,BRONX,BRONX,10458,10/1/10 0:00,Precinct 48,Bronx
1003,70,1,7,3,47,6,3020,26,,4E,32,N,76,52,1021055,241903,N,2037630016,18,BRONX District 12,C0,Noise - Vehicle,Car/Truck Music,1222 ST LAWRENCE AVENUE,BRONX,BRONX,10472,10/1/10 0:00,Precinct 43,Bronx
1003,73,1,8,2,18,1,6400,15,,2B,29,N,66,89,983638,206924,N,1006110032,3,MANHATTAN District 2,C7,Noise - Commercial,Loud Music/Party,135 7 AVENUE SOUTH,NEW YORK,MANHATTAN,10014,10/1/10 0:00,Precinct 6,Manhattan South
1003,73,1,8,2,18,1,6400,15,,2K,29,N,66,89,983838,206980,N,1006110024,3,MANHATTAN District 2,C7,Noise - Residential,Loud Talking,200 WAVERLY PLACE,NEW YORK,MANHATTAN,10014,10/1/10 0:00,Precinct 6,Manhattan South
1003,74,1,7,3,47,6,3100,26,,4D,32,N,76,85,1025034,238263,N,2035670001,18,BRONX District 8,D4,Noise - Residential,Banging/Pounding,2070 SEWARD AVENUE,BRONX,BRONX,10473,10/1/10 0:00,Precinct 43,Bronx
1003,9,1,11,32,224,11,2300,38,,2A,25,N,52,104,986540,191277,N,3002650001,33,BROOKLYN District 15,D4,Noise - Street/Sidewalk,Loud Music/Party,75 LIVINGSTON STREET,BROOKLYN,BROOKLYN,11201,10/1/10 0:00,Precinct 84,Brooklyn North
1003,9,1,11,32,224,11,2300,38,,2A,25,,52,104,986386,191334,,,33,BROOKLYN District 15,Un,Noise - Residential,Loud Music/Party,55 LIVINGSTON STREET,BROOKLYN,BROOKLYN,11201,10/1/10 0:00,Precinct 84,Brooklyn North
1003,91,9,8,7,12,1,5200,15,,2A,29,N,75,30,985731,210218,N,1007987502,3,MANHATTAN District 2,R0,Noise - Street/Sidewalk,Loud Talking,170 WEST 23 STREET,NEW YORK,MANHATTAN,10011,10/1/10 0:00,Precinct 13,Manhattan South
1004,1058,4,10,39,290,15,6420,33,,4C,19,N,40,98,1016516,175237,N,3044520001,42,BROOKLYN District 19,D3,Noise - Street/Sidewalk,Loud Talking,45 TWIN PINES DRIVE,BROOKLYN,BROOKLYN,11239,10/1/10 0:00,Precinct 75,Brooklyn North
1004,1507.01,6,5,53,313,14,2150,43,,4E,11,N,26,74,1057604,217888,N,4082190021,19,QUEENS District 26,A1,Noise - Residential,Banging/Pounding,50-18 MARATHON PARKWAY,LITTLE NECK,QUEENS,11362,10/1/10 0:00,Precinct 111,Queens North
1004,365,2,7,49,316,14,610,42,,1C,13,N,35,11,1020830,216830,N,4016880038,21,QUEENS District 30,S4,Noise - Residential,Banging/Pounding,101-24 ASTORIA BOULEVARD,EAST ELMHURST,QUEENS,11369,10/1/10 0:00,Precinct 115,Queens North
1004,519,3,12,35,229,11,700,30,,3B,17,N,50,69,997111,200024,N,3023220022,33,BROOKLYN District 14,C6,Noise - Residential,Loud Music/Party,26 HAVEMEYER STREET,BROOKLYN,BROOKLYN,11211,10/1/10 0:00,Precinct 94,Brooklyn North
1004,782,6,11,41,157,15,7410,35,,5D,21,N,58,14,1000221,171947,N,3050000200,45,BROOKLYN District 22,D1,Noise - Residential,Loud Music/Party,1405 BROOKLYN AVENUE,BROOKLYN,BROOKLYN,11210,10/1/10 0:00,Precinct 67,Brooklyn South
1005,189,3,10,31,119,11,1410,36,,4E,25,N,50,20,993245,192854,N,3018740001,35,BROOKLYN District 13,D6,Noise - Commercial,Loud Music/Party,275 PARK AVENUE,BROOKLYN,BROOKLYN,11205,10/1/10 0:00,Precinct 88,Brooklyn North
1005,209.02,7,15,11,40,3,8520,11,,1A,30,N,69,116,997028,234068,N,1019490017,9,MANHATTAN District 5,C0,Noise - Residential,Loud Music/Party,539 MANHATTAN AVENUE,NEW YORK,MANHATTAN,10027,10/1/10 0:00,Precinct 28,Manhattan North
1005,236,10,15,16,69,6,800,11,,4A,30,N,71,16,1001704,240109,N,1020370011,9,MANHATTAN District 5,C7,Noise - Residential,Loud Music/Party,211H WEST 151 STREET,NEW YORK,MANHATTAN,10039,10/1/10 0:00,Precinct 32,Manhattan North
1005,422,1,17,15,63,7,520,24,,3D,36,N,83,54,1024765,263771,N,2048560015,12,BRONX District 11,C3,Noise - Residential,Loud Music/Party,867 EAST 231 STREET,BRONX,BRONX,10466,10/1/10 0:00,Precinct 47,Bronx
1005,466,4,5,50,125,13,2810,44,,2C,11,N,29,70,1044137,198976,N,4099370060,24,QUEENS District 29,K1,Noise - Commercial,Loud Music/Party,179-11 HILLSIDE AVENUE,JAMAICA,QUEENS,11432,10/1/10 0:00,Precinct 107,Queens South
1005,85,1,12,32,131,11,4100,38,,1I,18,N,51,6,982805,185862,N,3005380001,38,BROOKLYN District 15,D3,Noise - Residential,Loud Music/Party,36 WEST 9 STREET,BROOKLYN,BROOKLYN,11231,10/1/10 0:00,Precinct 76,Brooklyn South
1006,101,1,14,49,312,14,110,41,,1D,12,N,36,22,1007045,223052,N,4008780074,22,QUEENS District 30,C3,Noise - Residential,Banging/Pounding,21-20 22 DRIVE,ASTORIA,QUEENS,11105,10/1/10 0:00,Precinct 114,Queens North
1006,220.01,4,9,50,315,13,2720,45,,3E,14,N,27,49,1033265,199832,N,4096630020,24,QUEENS District 28,D1,Noise - Residential,Loud Music/Party,81-10 135 STREET,JAMAICA,QUEENS,11435,10/1/10 0:00,Precinct 107,Queens South
1006,458,4,5,50,125,13,2810,44,,2D,11,N,24,90,1042920,200317,N,4098900042,24,QUEENS District 29,A1,Noise - Residential,Loud Music/Party,84-38 CHARLECOTE RIDGE,JAMAICA,QUEENS,11432,10/1/10 0:00,Precinct 107,Queens South
1007,125,1,11,31,226,11,4200,38,,3C,18,N,52,53,988846,186711,N,3004270021,33,BROOKLYN District 13,F9,Noise - Commercial,Loud Music/Party,622 DEGRAW STREET,BROOKLYN,BROOKLYN,11217,10/1/10 0:00,Precinct 78,Brooklyn South
1007,29.01,1,10,31,207,11,1100,36,,4C,18,N,50,17,990349,192265,N,3020340001,35,BROOKLYN District 13,D3,Noise - Residential,Loud Music/Party,88 ST EDWARDS STREET,BROOKLYN,BROOKLYN,11205,10/1/10 0:00,Precinct 88,Brooklyn North
1007,36,1,7,3,96,6,3020,26,,4C,32,N,85,18,1022335,239182,N,2036420001,18,BRONX District 8,D3,Noise - Residential,Banging/Pounding,880 THIERIOT AVENUE,BRONX,BRONX,10473,10/1/10 0:00,Precinct 43,Bronx
1008,1208,7,10,39,107,15,6410,33,,3C,19,,40,42,1022202,184306,,,42,BROOKLYN District 19,Un,Noise - Residential,Loud Music/Party,1419 BLAKE AVENUE,BROOKLYN,BROOKLYN,11208,10/1/10 0:00,Precinct 75,Brooklyn North
1008,15.01,1,8,1,6,1,7700,15,,1B,25,,64,9,983765,196873,,,1,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Talking,126 SOUTH STREET,NEW YORK,MANHATTAN,10038,10/1/10 0:00,Precinct 1,Manhattan South
1008,285,2,17,19,46,7,200,21,,2A,33,N,81,47,1011137,262027,N,2057670795,11,BRONX District 10,C0,Noise - Residential,Loud Music/Party,3644 TIBBET AVENUE,BRONX,BRONX,10463,10/1/10 0:00,Precinct 50,Bronx
1008,442,1,17,15,63,7,520,24,,5C,36,N,81,22,1026087,269228,N,2051150001,11,BRONX District 11,C1,Noise - Residential,Loud Talking,735 EAST 242 STREET,BRONX,BRONX,10470,10/1/10 0:00,Precinct 47,Bronx
1010,296,1,7,20,61,7,1410,26,,2E,34,N,80,5,1027868,251152,N,2042220093,13,BRONX District 11,D1,Noise - Residential,Loud Music/Party,1545 RHINELANDER AVENUE,BRONX,BRONX,10461,10/1/10 0:00,Precinct 49,Bronx
1010,512,4,6,53,304,14,3520,44,,4C,14,N,33,32,1052945,198185,N,4108740035,27,QUEENS District 29,A1,Noise - Residential,Loud Music/Party,206-13 104 AVENUE,QUEENS VILLAGE,QUEENS,11429,10/1/10 0:00,Precinct 105,Queens South
1010,612,8,9,43,169,8,9120,37,,3C,27,N,45,4,997450,150597,N,3087270032,48,BROOKLYN District 22,A2,Noise - Residential,Loud Music/Party,83 AMHERST STREET,BROOKLYN,BROOKLYN,11235,10/1/10 0:00,Precinct 61,Brooklyn South
1013,549,3,12,35,221,11,500,30,,,17,,50,58,993851,198317,,,34,BROOKLYN District 14,Un,Noise - Commercial,Loud Music/Party,,BROOKLYN,BROOKLYN,11211,10/1/10 0:00,Precinct 90,Brooklyn North
1014,29,1,14,45,258,14,710,41,,6D,12,N,37,23,1001761,213349,N,4004050034,26,QUEENS District 30,K5,Noise - Street/Sidewalk,Loud Talking,40-26 28 STREET,LONG ISLAND CITY,QUEENS,11101,10/1/10 0:00,Precinct 114,Queens North
1018,244,2,13,23,151,8,800,51,,8D,24,N,62,91,918496,125533,N,5078180011,51,STATEN ISLAND District 31,A1,Noise - Residential,Loud Music/Party,93 JOLINE AVENUE,STATEN ISLAND,STATEN ISLAND,10307,10/1/10 0:00,Precinct 123,Staten Island
1019,40,2,13,21,153,8,700,51,,1C,23,N,61,5,961397,163083,N,5029220150,49,STATEN ISLAND District 31,D1,Noise - Residential,Loud Music/Party,225 PARKHILL AVENUE,STATEN ISLAND,STATEN ISLAND,10304,10/1/10 0:00,Precinct 120,Staten Island
2000,1034,4,10,58,170,15,7520,33,,1D,19,N,59,4,1016408,170486,N,3083290225,42,BROOKLYN District 18,D3,Noise - Residential,Loud Music/Party,1550 EAST 102 STREET,BROOKLYN,BROOKLYN,11236,10/1/10 0:00,Precinct 69,Brooklyn South
2000,1158,7,10,39,103,15,6100,33,,4D,19,N,40,13,1014423,182999,N,3037750047,37,BROOKLYN District 19,B1,Noise - Residential,Loud Music/Party,414 BRADFORD STREET,BROOKLYN,BROOKLYN,11207,10/1/10 0:00,Precinct 75,Brooklyn North
2000,116,6,14,10,16,3,4400,13,,1B,26,N,65,11,995912,217484,N,1014600033,5,MANHATTAN District 2,C4,Noise - Residential,Banging/Pounding,434 EAST 66 STREET,NEW YORK,MANHATTAN,10065,10/1/10 0:00,Precinct 19,Manhattan North
2000,1182.01,7,12,39,236,15,3900,34,,2D,17,N,54,71,1019709,189931,N,3041060177,37,BROOKLYN District 19,B2,Noise - Residential,Loud Music/Party,96 HEMLOCK STREET,BROOKLYN,BROOKLYN,11208,10/1/10 0:00,Precinct 75,Brooklyn North
2000,127,1,11,31,226,11,2600,38,,,18,,52,56,989787,187694,,,33,BROOKLYN District 15,Un,Noise - Commercial,Loud Talking,,BROOKLYN,BROOKLYN,11217,10/1/10 0:00,Precinct 84,Brooklyn North
2000,133,1,11,48,1,11,4200,38,,,18,,52,46,989430,185251,,,39,BROOKLYN District 15,Un,Noise - Street/Sidewalk,Loud Music/Party,,BROOKLYN,BROOKLYN,11215,10/1/10 0:00,Precinct 78,Brooklyn South
2000,143,5,12,48,122,11,4300,38,,2C,20,N,51,20,986643,180936,N,3008730005,38,BROOKLYN District 15,K9,Noise - Commercial,Loud Music/Party,629 5 AVENUE,BROOKLYN,BROOKLYN,11215,10/1/10 0:00,Precinct 72,Brooklyn South
2000,143,5,12,48,122,11,4300,38,,2C,20,N,51,20,986996,180494,N,3008730054,38,BROOKLYN District 15,B3,Noise - Street/Sidewalk,Loud Music/Party,291 18 STREET,BROOKLYN,BROOKLYN,11215,10/1/10 0:00,Precinct 72,Brooklyn South
2000,159,1,14,45,116,14,520,41,,5C,12,N,30,55,1006654,214265,N,4006750043,26,QUEENS District 30,C2,Noise - Residential,Loud Music/Party,34-30 43 STREET,LONG ISLAND CITY,QUEENS,11101,10/1/10 0:00,Precinct 114,Queens North
2000,212,4,6,50,298,13,2720,45,,1C,10,N,25,52,1036133,195177,N,4099760031,24,QUEENS District 28,K2,Noise - Residential,Loud Music/Party,89-15 139 STREET,JAMAICA,QUEENS,11435,10/1/10 0:00,Precinct 103,Queens South
2000,228,10,15,16,59,6,1000,11,,3B,30,N,70,37,1000498,236267,N,1019200044,9,MANHATTAN District 5,M3,Noise - House of Worship,Loud Music/Party,124 WEST 136 STREET,NEW YORK,MANHATTAN,10030,10/1/10 0:00,Precinct 32,Manhattan North
2000,235,2,10,57,230,11,1410,36,,1A,17,N,56,31,996280,191413,N,3019270045,35,BROOKLYN District 13,C3,Noise - Vehicle,Car/Truck Music,204 SKILLMAN STREET,BROOKLYN,BROOKLYN,11205,10/1/10 0:00,Precinct 79,Brooklyn North
2000,235.01,10,15,13,34,7,710,17,,3B,30,N,71,19,1000618,241461,N,1020690001,7,MANHATTAN District 6,D7,Noise - Residential,Loud Music/Party,75 ST NICHOLAS PLACE,NEW YORK,MANHATTAN,10032,10/1/10 0:00,Precinct 30,Manhattan North
2000,247,7,15,13,84,7,500,17,,1B,31,N,71,40,999114,244558,N,1021360167,7,MANHATTAN District 6,D7,Noise - Residential,Loud Music/Party,900 RIVERSIDE DRIVE,NEW YORK,MANHATTAN,10032,10/1/10 0:00,Precinct 33,Manhattan North
2000,252,4,6,50,275,13,3400,44,,3C,10,N,32,12,1041010,193811,N,4101280070,28,QUEENS District 28,S9,Noise - Vehicle,Car/Truck Horn,106-25 160 STREET,JAMAICA,QUEENS,11433,10/1/10 0:00,Precinct 103,Queens South
2000,267,2,17,19,81,7,320,21,,1B,33,N,78,64,1012400,256640,N,2032490058,14,BRONX District 10,D1,Noise - Residential,Loud Music/Party,85 STRONG STREET,BRONX,BRONX,10468,10/1/10 0:00,Precinct 50,Bronx
2000,277,2,17,19,46,7,310,21,,1B,33,,78,57,1011366,258934,,,11,BRONX District 10,Un,Noise - Residential,Loud Music/Party, HEATH AVENUE,BRONX,BRONX,10463,10/1/10 0:00,Precinct 50,Bronx
2000,279,2,17,19,46,7,310,21,,1A,33,N,81,36,1012544,261188,N,2032630145,11,BRONX District 10,D7,Noise - Residential,Loud Music/Party,135 WEST 238 STREET,BRONX,BRONX,10463,10/1/10 0:00,Precinct 50,Bronx
2000,284,5,8,42,168,8,8400,31,,3D,23,N,49,66,984553,160388,N,3063280001,43,BROOKLYN District 20,D1,Noise - Residential,Loud Music/Party,1901 84 STREET,BROOKLYN,BROOKLYN,11214,10/1/10 0:00,Precinct 62,Brooklyn South
2000,289,2,17,19,46,7,200,21,,2A,33,N,81,40,1010170,259447,N,2057030197,11,BRONX District 10,D7,Noise - Vehicle,Car/Truck Horn,3045 GODWIN TERRACE,BRONX,BRONX,10463,10/1/10 0:00,Precinct 50,Bronx
2000,303,7,15,13,95,7,110,17,,4B,31,N,71,85,1005884,255741,N,1022420029,7,MANHATTAN District 6,C7,Noise - Residential,Loud Music/Party,639 WEST 207 STREET,NEW YORK,MANHATTAN,10034,10/1/10 0:00,Precinct 34,Manhattan North
2000,325,6,11,38,280,15,2900,32,,1A,20,N,57,16,996445,182659,N,3012800039,35,BROOKLYN District 17,C1,Noise - Residential,Banging/Pounding,1600 BEDFORD AVENUE,BROOKLYN,BROOKLYN,11225,10/1/10 0:00,Precinct 71,Brooklyn South
2000,428,5,8,42,330,8,8522,37,,6E,27,N,47,61,988886,159888,N,3066210042,44,BROOKLYN District 21,D7,Noise - Street/Sidewalk,Loud Talking,223 KINGSHIGWY,BROOKLYN,BROOKLYN,11223,10/1/10 0:00,Precinct 62,Brooklyn South
2000,551,3,12,35,221,11,400,30,,,17,,53,17,994632,198871,,,34,BROOKLYN District 14,Un,Noise - Street/Sidewalk,Loud Music/Party,,BROOKLYN,BROOKLYN,11211,10/1/10 0:00,Precinct 90,Brooklyn North
2000,551,3,12,35,221,11,400,30,,,17,,53,17,994632,198871,,,34,BROOKLYN District 14,Un,Noise - Vehicle,Car/Truck Music,,BROOKLYN,BROOKLYN,11211,10/1/10 0:00,Precinct 90,Brooklyn North
2000,560,8,9,33,276,15,8710,37,,2C,27,N,45,54,997447,159676,N,3068250033,48,BROOKLYN District 22,D1,Noise - Residential,Banging/Pounding,2330 OCEAN AVENUE,BROOKLYN,BROOKLYN,11229,10/1/10 0:00,Precinct 61,Brooklyn South
2000,560,8,9,33,276,15,8710,37,,2C,27,N,45,54,997447,159676,N,3068250033,48,BROOKLYN District 22,D1,Noise - Residential,Loud Music/Party,2330 OCEAN AVENUE,BROOKLYN,BROOKLYN,11229,10/1/10 0:00,Precinct 61,Brooklyn South
2000,565,3,12,28,106,11,100,30,,1B,17,N,50,100,996333,205239,N,3025580074,33,BROOKLYN District 14,S5,Noise - Commercial,Loud Talking,91 GREENPOINT AVENUE,BROOKLYN,BROOKLYN,11222,10/1/10 0:00,Precinct 94,Brooklyn North
2000,571,3,12,28,238,11,200,30,,,17,,50,88,998560,203982,,,33,BROOKLYN District 14,Un,Noise - Commercial,Loud Talking,,BROOKLYN,BROOKLYN,11222,10/1/10 0:00,Precinct 94,Brooklyn North
2000,580,8,9,43,246,8,8710,37,,1E,27,,45,42,996554,157899,,,48,BROOKLYN District 21,Un,Noise - Vehicle,Engine Idling, EAST 16 STREET,BROOKLYN,BROOKLYN,11229,10/1/10 0:00,Precinct 61,Brooklyn South
2000,580,8,9,43,246,8,8710,37,,,27,,45,42,996614,157489,,,48,BROOKLYN District 22,Un,Noise - Vehicle,Engine Idling,,BROOKLYN,BROOKLYN,11229,10/1/10 0:00,Precinct 61,Brooklyn South
2000,59,1,14,45,116,14,400,41,,4C,12,N,30,59,1005397,216596,N,4006210033,22,QUEENS District 30,K9,Noise - Commercial,Loud Music/Party,33-02 BROADWAY,ASTORIA,QUEENS,11106,10/1/10 0:00,Precinct 114,Queens North
2000,717,2,9,46,324,14,1910,46,,,16,,35,90,1023700,206604,,,25,QUEENS District 28,Un,Noise - Vehicle,Engine Idling,,REGO PARK,QUEENS,11374,10/1/10 0:00,Precinct 112,Queens North
2000,828,6,11,41,255,15,7410,35,,5C,21,N,58,12,998403,171929,N,3052160060,45,BROOKLYN District 22,D7,Noise - Residential,Banging/Pounding,2913 FOSTER AVENUE,BROOKLYN,BROOKLYN,11210,10/1/10 0:00,Precinct 67,Brooklyn South
2000,828,6,11,41,255,15,7410,35,,5C,21,N,58,12,998403,171929,N,3052160060,45,BROOKLYN District 22,D7,Noise - Residential,Loud Music/Party,2913 FOSTER AVENUE,BROOKLYN,BROOKLYN,11210,10/1/10 0:00,Precinct 67,Brooklyn South
2000,880,4,11,38,249,15,5510,35,,3B,20,N,43,48,1002703,180175,N,3045900051,41,BROOKLYN District 17,D4,Noise - Residential,Loud Music/Party,810 MIDWOOD STREET,BROOKLYN,BROOKLYN,11203,10/1/10 0:00,Precinct 71,Brooklyn South
2000,910,4,11,44,231,15,5900,33,,2A,19,,55,100,1010948,182694,,,41,BROOKLYN District 23,Un,Noise - Residential,Loud Music/Party,420 SUTTER AVENUE,BROOKLYN,BROOKLYN,11212,10/1/10 0:00,Precinct 73,Brooklyn North
2000,912,4,11,44,231,15,5900,33,,1A,19,N,55,97,1009710,180716,N,3035760001,41,BROOKLYN District 23,D3,Noise - Residential,Loud Music/Party,265 LIVONIA AVENUE,BROOKLYN,BROOKLYN,11212,10/1/10 0:00,Precinct 73,Brooklyn North
2000,96,3,6,51,308,13,3100,45,,2C,15,N,38,6,1030173,188145,N,4095300053,32,QUEENS District 27,A1,Noise - Residential,Loud Talking,104-47 107 STREET,OZONE PARK,QUEENS,11417,10/1/10 0:00,Precinct 106,Queens South
2001,108,4,14,8,8,3,4900,13,,3B,26,N,73,22,993688,215099,N,1013470012,5,MANHATTAN District 2,C5,Noise - Residential,Loud Music/Party,325 EAST 54 STREET,NEW YORK,MANHATTAN,10022,10/1/10 0:00,Precinct 17,Manhattan South
2001,137,1,12,48,1,11,4600,39,,,18,,52,17,988469,183736,,,39,BROOKLYN District 15,Un,Noise - Residential,Loud Music/Party,,BROOKLYN,BROOKLYN,11215,10/1/10 0:00,Precinct 78,Brooklyn South
2001,149,6,11,48,220,11,4700,39,,1E,20,N,52,2,988192,181144,N,3010430071,39,BROOKLYN District 15,B3,Noise - Residential,Loud Talking,309 15 STREET,BROOKLYN,BROOKLYN,11215,10/1/10 0:00,Precinct 78,Brooklyn South
2001,155,6,11,48,1,11,4500,36,,4D,18,,52,36,989611,184088,,,39,BROOKLYN District 15,Un,Noise - Street/Sidewalk,Loud Talking, 6 AVENUE,BROOKLYN,BROOKLYN,11215,10/1/10 0:00,Precinct 78,Brooklyn South
2001,156,1,7,20,72,7,3210,26,,3C,34,N,82,18,1033708,240210,N,2055620017,13,BRONX District 8,Un,Noise - Commercial,Loud Music/Party,3762 EAST TREMONT AVENUE,BRONX,BRONX,10465,10/1/10 0:00,Precinct 45,Bronx
2001,160,5,13,42,242,8,7820,31,,3E,22,N,46,16,976193,163969,N,3061090043,43,BROOKLYN District 20,C1,Noise - Residential,Loud Television,194 GELSTON AVENUE,BROOKLYN,BROOKLYN,11209,10/1/10 0:00,Precinct 68,Brooklyn South
2001,166,6,15,10,53,3,2810,12,,1A,28,N,68,17,998692,226642,N,1016290027,8,MANHATTAN District 4,C1,Noise - Residential,Loud Talking,173 EAST 101 STREET,NEW YORK,MANHATTAN,10029,10/1/10 0:00,Precinct 23,Manhattan North
2001,193,2,16,17,68,6,3310,22,,2A,28,N,84,87,1004320,243370,N,2025140032,16,BRONX District 9,D1,Noise - Residential,Loud Music/Party,1075 NELSON AVENUE,BRONX,BRONX,10452,10/1/10 0:00,Precinct 44,Bronx
2001,21,1,8,1,7,1,7700,15,,,25,,66,2,981449,200102,,,1,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Talking, CHAMBERS STREET,NEW YORK,MANHATTAN,10007,10/1/10 0:00,Precinct 1,Manhattan South
2001,217.01,2,16,19,43,7,2210,25,,1B,28,N,77,30,1008127,248592,N,2028670103,16,BRONX District 10,D1,Noise - Residential,Loud Music/Party,1718 GRAND AVENUE,BRONX,BRONX,10453,10/1/10 0:00,Precinct 46,Bronx
2001,218,1,7,20,90,7,1310,26,,2B,32,N,76,17,1021039,244033,N,2038990016,18,BRONX District 12,C1,Noise - Residential,Loud Music/Party,1444 BEACH AVENUE,BRONX,BRONX,10460,10/1/10 0:00,Precinct 43,Bronx
2001,218,1,7,20,90,7,1310,26,,2B,32,N,76,17,1021282,243983,N,2038990049,18,BRONX District 12,C1,Noise - Residential,Loud Music/Party,1443 TAYLOR AVENUE,BRONX,BRONX,10460,10/1/10 0:00,Precinct 43,Bronx
2001,221,2,16,17,44,6,2220,25,,3A,28,N,84,5,1007223,244441,N,2028390041,16,BRONX District 9,D1,Noise - Residential,Banging/Pounding,108 CLARKE PLACE,BRONX,BRONX,10452,10/1/10 0:00,Precinct 44,Bronx
2001,233,7,15,16,23,6,620,17,,3A,30,N,70,63,998535,240379,N,1020780011,7,MANHATTAN District 6,D1,Noise - Residential,Loud Music/Party,545 WEST 146 STREET,NEW YORK,MANHATTAN,10031,10/1/10 0:00,Precinct 30,Manhattan North
2001,241,7,15,13,84,7,610,17,,1B,31,N,71,98,999302,243266,N,1021340090,7,MANHATTAN District 6,D7,Noise - Street/Sidewalk,Loud Talking,600 WEST 157 STREET,NEW YORK,MANHATTAN,10032,10/1/10 0:00,Precinct 33,Manhattan North
